timeseg,chrom,region,ID,Name,fullname,EntrezGene
Timepoint 3 --> 4,3L,3L:12846756-12850021,FBgn0036319,Ent3,Equilibrative nucleoside transporter 3,39461
Timepoint 3 --> 4,3L,3L:12850382-12854408,FBgn0052107,CG32107,,317856
Timepoint 3 --> 4,3L,3L:12882870-12884205,FBgn0054032,CG34032,,3885630
Timepoint 3 --> 4,3L,3L:13016456-13017862,FBgn0260441,RpS12,Ribosomal protein S12,39480
Timepoint 3 --> 4,3L,3L:13029926-13034076,FBgn0036340,SRm160,SRm160,39483
Timepoint 3 --> 4,3L,3L:13053622-13054494,FBgn0036343,CG14115,,39487
Timepoint 3 --> 4,3L,3L:13107373-13111177,FBgn0010452,trn,tartan,39491
Timepoint 3 --> 4,3L,3L:13221789-13272742,FBgn0023095,caps,capricious,39493
Timepoint 3 --> 4,3L,3L:13342326-13347949,FBgn0036348,CG17687,,39495
Timepoint 3 --> 4,3L,3L:13349633-13350328,FBgn0040813,Nplp2,Neuropeptide-like precursor 2,50286
Timepoint 3 --> 4,3L,3L:13375857-13377099,FBgn0001256,ImpL1,Ecdysone-inducible gene L1,39499
Timepoint 3 --> 4,3L,3L:13381393-13383088,FBgn0036354,Poc1,Proteome of centrioles 1,39502
Timepoint 3 --> 4,3L,3L:13410503-13413194,FBgn0052121,CG32121,,317867
Timepoint 3 --> 4,3L,3L:13416420-13417268,FBgn0053263,CG33263,,2768952
Timepoint 3 --> 4,3L,3L:13417671-13418771,FBgn0260459,CG14106,,39506
Timepoint 3 --> 4,3L,3L:13434297-13435520,FBgn0036364,CG14109,,39512
Timepoint 3 --> 4,3L,3L:13443870-13458639,FBgn0036368,CG10738,,39516
Timepoint 3 --> 4,3L,3L:13476633-13479398,FBgn0036372,CG10083,,39520
Timepoint 3 --> 4,3L,3L:13479904-13495504,FBgn0036373,CG10741,,39521
Timepoint 3 --> 4,3L,3L:13516668-13659849,FBgn0262350,bru-3,bruno-3,39527
Timepoint 3 --> 4,3L,3L:13771208-13779996,FBgn0085272,CG34243,,5740341
Timepoint 3 --> 4,3L,3L:13839154-13853113,FBgn0029167,Hml,Hemolectin,39529
Timepoint 3 --> 4,3L,3L:13865829-13895161,FBgn0085429,CG34400,,39533
Timepoint 3 --> 4,3L,3L:13899991-13918348,FBgn0026376,Rgl,Ral guanine nucleotide exchange factor,44115
Timepoint 3 --> 4,3L,3L:13932352-13955749,FBgn0052137,CG32137,,39537
Timepoint 3 --> 4,3L,3L:13958305-13965120,FBgn0036389,ssp2,short spindle 2,39540
Timepoint 3 --> 4,3L,3L:13995249-14013251,FBgn0036398,CG9007,,39551
Timepoint 3 --> 4,3L,3L:14046869-14063469,FBgn0052138,CG32138,,39561
Timepoint 3 --> 4,3L,3L:14068872-14075985,FBgn0005592,btl,breathless,39564
Timepoint 3 --> 4,3L,3L:14076728-14078834,FBgn0036410,CG8100,,39565
Timepoint 3 --> 4,3L,3L:14087686-14091156,FBgn0000639,Fbp1,Fat body protein 1,39566
Timepoint 3 --> 4,3L,3L:14096581-14101218,FBgn0036411,Sox21a,Sox21a,39567
Timepoint 3 --> 4,3L,3L:14105483-14124424,FBgn0042630,Sox21b,Sox21b,39569
Timepoint 3 --> 4,3L,3L:14183973-14226350,FBgn0013718,nuf,nuclear fallout,39572
Timepoint 3 --> 4,3L,3L:14196534-14197309,FBgn0052141,CG32141,,317880
Timepoint 3 --> 4,3L,3L:14226569-14227709,FBgn0036416,CG7924,,39574
Timepoint 3 --> 4,3L,3L:14267447-14361748,FBgn0001085,fz,frizzled,45307
Timepoint 3 --> 4,3L,3L:14534633-14544071,FBgn0036428,CG9238,,39588
Timepoint 3 --> 4,3L,3L:14560540-14561233,FBgn0261816,CG42758,,10178900
Timepoint 3 --> 4,3L,3L:14576315-14593071,FBgn0040318,HGTX,HGTX,53446
Timepoint 3 --> 4,3L,3L:14607558-14615305,FBgn0003388,shd,shade,39592
Timepoint 3 --> 4,3L,3L:14615910-14621274,FBgn0036433,CG9628,,39593
Timepoint 3 --> 4,3L,3L:14625720-14664716,FBgn0041604,dlp,dally-like,39596
Timepoint 3 --> 4,3L,3L:14665968-14740971,FBgn0259175,ome,omega,44297
Timepoint 3 --> 4,3L,3L:14779893-14782765,FBgn0036450,CG13472,,39612
Timepoint 3 --> 4,3L,3L:14785231-14792466,FBgn0036451,CG9425,,39613
Timepoint 3 --> 4,3L,3L:14897337-14936008,FBgn0259099,DCX-EMAP,Doublecortin-domain-containing echinoderm-microtubule-associated protein ortholog,39617
Timepoint 3 --> 4,3L,3L:14967948-14969140,FBgn0040296,Ocho,Ocho,39621
Timepoint 3 --> 4,3L,3L:14994340-15007130,FBgn0036463,Reck,Reversion-inducing-cysteine-rich protein with kazal motifs,39629
Timepoint 3 --> 4,3L,3L:15007795-15058077,FBgn0261090,Sytbeta,Synaptotagmin beta,39630
Timepoint 3 --> 4,3L,3L:15091237-15106079,FBgn0262707,CTPsyn,CTP synthase,39645
Timepoint 3 --> 4,3L,3L:15121040-15124478,FBgn0036482,CG13457,,39649
Timepoint 3 --> 4,3L,3L:15136161-15137125,FBgn0047178,CG32147,,251690
Timepoint 3 --> 4,3L,3L:15140240-15147497,FBgn0036485,FucTA,FucTA,39653
Timepoint 3 --> 4,3L,3L:15147335-15151684,FBgn0036486,Msh6,Msh6,39654
Timepoint 3 --> 4,3L,3L:15153969-15156724,FBgn0036489,CG7011,,39657
Timepoint 3 --> 4,3L,3L:15486842-15491155,FBgn0036498,CG13455,,39667
Timepoint 3 --> 4,3L,3L:15486064-15488649,FBgn0040805,CG12355,,2768954
Timepoint 3 --> 4,3L,3L:15494040-15496869,FBgn0036501,CG7272,,39670
Timepoint 3 --> 4,3L,3L:15498539-15501388,FBgn0036502,CG7841,,39672
Timepoint 3 --> 4,3L,3L:15528514-15546314,FBgn0004396,CrebA,Cyclic-AMP response element binding protein A,39682
Timepoint 3 --> 4,3L,3L:15606284-15640837,FBgn0259236,comm3,comm3,39696
Timepoint 3 --> 4,3L,3L:15642220-15642761,FBgn0004588,Eig71Ea,Ecdysone-induced gene 71Ea,39700
Timepoint 3 --> 4,3L,3L:15649755-15650501,FBgn0004593,Eig71Ef,Ecdysone-induced gene 71Ef,39707
Timepoint 3 --> 4,3L,3L:15676975-15679698,FBgn0036529,pgant8,polypeptide GalNAc transferase 8,39715
Timepoint 3 --> 4,3L,3L:15679452-15680732,FBgn0085481,CG34452,,5740876
Timepoint 3 --> 4,3L,3L:15681844-15685147,FBgn0085480,CG34451,,5740612
Timepoint 3 --> 4,3L,3L:15690691-15692949,FBgn0041160,comm2,comm2,39716
Timepoint 3 --> 4,3L,3L:15844417-15892129,FBgn0036542,pHCl,pHCl,39730
Timepoint 3 --> 4,3L,3L:15848782-15849477,FBgn0036541,CG12486,,39729
Timepoint 3 --> 4,3L,3L:15893256-15917552,FBgn0036544,sff,sugar-free frosting,39732
Timepoint 3 --> 4,3L,3L:15918904-15947897,FBgn0000489,Pka-C3,cAMP-dependent protein kinase 3,39733
Timepoint 3 --> 4,3L,3L:15970124-15971535,FBgn0036551,CG17029,,39740
Timepoint 3 --> 4,3L,3L:15963182-15975969,FBgn0000212,brm,brahma,39744
Timepoint 3 --> 4,3L,3L:15985753-15997835,FBgn0036556,CG5830,,39748
Timepoint 3 --> 4,3L,3L:16016580-16025861,FBgn0044028,Notum,Notum,39751
Timepoint 3 --> 4,3L,3L:16028587-16030327,FBgn0036560,CG5895,,39752
Timepoint 3 --> 4,3L,3L:16045068-16075126,FBgn0005536,Mbs,Myosin binding subunit,49070
Timepoint 3 --> 4,3L,3L:16075651-16076738,FBgn0053258,CG33258,,3885664
Timepoint 3 --> 4,3L,3L:16077093-16078364,FBgn0036563,CG13075,,39756
Timepoint 3 --> 4,3L,3L:16078977-16080622,FBgn0036564,Taspase1,Taspase 1,39757
Timepoint 3 --> 4,3L,3L:16080727-16083487,FBgn0036565,CG5235,,39758
Timepoint 3 --> 4,3L,3L:16083554-16088954,FBgn0036566,ClC-c,Chloride channel-c,39759
Timepoint 3 --> 4,3L,3L:16093380-16096582,FBgn0036569,CG5414,,39762
Timepoint 3 --> 4,3L,3L:16115122-16119152,FBgn0036571,CG12272,,39766
Timepoint 3 --> 4,3L,3L:16132600-16157801,FBgn0036576,CG5151,,39772
Timepoint 3 --> 4,3L,3L:16162555-16163206,FBgn0053796,CG33796,,3771914
Timepoint 3 --> 4,3L,3L:16190968-16191670,FBgn0053687,CG33687,,3772322
Timepoint 3 --> 4,3L,3L:16206151-16210403,FBgn0036577,CG13073,,39773
Timepoint 3 --> 4,3L,3L:16227240-16230099,FBgn0052155,CG32155,,317887
Timepoint 3 --> 4,3L,3L:16230858-16232497,FBgn0052154,CG32154,,39778
Timepoint 3 --> 4,3L,3L:16248940-16250291,FBgn0036584,CG13054,,39780
Timepoint 3 --> 4,3L,3L:16252137-16252560,FBgn0040801,CG13053,,50274
Timepoint 3 --> 4,3L,3L:16259517-16261256,FBgn0036587,CG4950,,39783
Timepoint 3 --> 4,3L,3L:16262492-16263011,FBgn0036588,CG13068,,39784
Timepoint 3 --> 4,3L,3L:16266032-16266701,FBgn0040797,CG13066,,50270
Timepoint 3 --> 4,3L,3L:16270533-16271283,FBgn0036590,CG13065,,39786
Timepoint 3 --> 4,3L,3L:16273579-16273905,FBgn0040796,CG13064,,2768963
Timepoint 3 --> 4,3L,3L:16277780-16278496,FBgn0036594,CG13047,,39790
Timepoint 3 --> 4,3L,3L:16283000-16284094,FBgn0036596,CG13045,,39792
Timepoint 3 --> 4,3L,3L:16299700-16300305,FBgn0036601,CG13063,,39797
Timepoint 3 --> 4,3L,3L:16302040-16304419,FBgn0052160,CG32160,,317889
Timepoint 3 --> 4,3L,3L:16307385-16308249,FBgn0036603,CG13062,,39799
Timepoint 3 --> 4,3L,3L:16321939-16322634,FBgn0036610,CG13058,,39806
Timepoint 3 --> 4,3L,3L:16332099-16338348,FBgn0036612,CG4998,,39808
Timepoint 3 --> 4,3L,3L:16341197-16341876,FBgn0260460,mRpS34,mitochondrial ribosomal protein S34,39809
Timepoint 3 --> 4,3L,3L:16341845-16344998,FBgn0036614,CG4925,,39810
Timepoint 3 --> 4,3L,3L:16345065-16346390,FBgn0036615,CG4933,,39811
Timepoint 3 --> 4,3L,3L:16346327-16347397,FBgn0011693,Pdh,Photoreceptor dehydrogenase,39812
Timepoint 3 --> 4,3L,3L:16347845-16352525,FBgn0036616,CG4893,,39813
Timepoint 3 --> 4,3L,3L:16361507-16362620,FBgn0036620,CG4842,,39817
Timepoint 3 --> 4,3L,3L:16366153-16371750,FBgn0036621,roq,roquin,39818
Timepoint 3 --> 4,3L,3L:16374871-16379057,FBgn0036623,CG4729,,39820
Timepoint 3 --> 4,3L,3L:16379440-16383924,FBgn0036624,CG4877,,39821
Timepoint 3 --> 4,3L,3L:16384222-16384781,FBgn0036626,CG13036,,39823
Timepoint 3 --> 4,3L,3L:16389662-16393157,FBgn0036628,CG13035,,39825
Timepoint 3 --> 4,3L,3L:16396387-16404939,FBgn0014163,fax,failed axon connections,39826
Timepoint 3 --> 4,3L,3L:16405855-16408488,FBgn0028399,TMS1,TMS1,39827
Timepoint 3 --> 4,3L,3L:16408391-16410265,FBgn0036629,CG4573,,39828
Timepoint 3 --> 4,3L,3L:16410447-16412395,FBgn0027080,Aats-tyr,Tyrosyl-tRNA synthetase,39829
Timepoint 3 --> 4,3L,3L:16412894-16489670,FBgn0053158,CG33158,,39834
Timepoint 3 --> 4,3L,3L:16415895-16445054,FBgn0261799,dsx-c73A,doublesex cognate 73A,39831
Timepoint 3 --> 4,3L,3L:16463479-16476801,FBgn0004569,aos,argos,39833
Timepoint 3 --> 4,3L,3L:16484938-16536318,FBgn0263131,CG43373,,39838
Timepoint 3 --> 4,3L,3L:16484948-16489318,FBgn0260388,CG42514,,8674108
Timepoint 3 --> 4,3L,3L:16490755-16493563,FBgn0003515,st,scarlet,39836
Timepoint 3 --> 4,3L,3L:16537667-16538726,FBgn0036638,CG13033,,39839
Timepoint 3 --> 4,3L,3L:16556729-16566430,FBgn0026061,Mipp1,Multiple inositol polyphosphate phosphatase 1,39841
Timepoint 3 --> 4,3L,3L:16569959-16573387,FBgn0036640,nxf2,nuclear RNA export factor 2,39843
Timepoint 3 --> 4,3L,3L:16579208-16580199,FBgn0036643,Syx8,Syntaxin 8,39847
Timepoint 3 --> 4,3L,3L:16593548-16595795,FBgn0036646,CR18217,,39852
Timepoint 3 --> 4,3L,3L:16615461-16641674,FBgn0000017,Abl,Abl tyrosine kinase,45821
Timepoint 3 --> 4,3L,3L:16641920-16654727,FBgn0260960,Baldspot,Baldspot,39860
Timepoint 3 --> 4,3L,3L:16655657-16661014,FBgn0010223,Galpha73B,G protein alpha 73B,39861
Timepoint 3 --> 4,3L,3L:16664764-16666655,FBgn0040512,zetaCOP,zetaCOP,39862
Timepoint 3 --> 4,3L,3L:16705226-16717515,FBgn0000414,Dab,Disabled,39866
Timepoint 3 --> 4,3L,3L:16719641-16720388,FBgn0043577,PGRP-SB2,PGRP-SB2,39869
Timepoint 3 --> 4,3L,3L:16726674-16732471,FBgn0036659,CG9701,,39872
Timepoint 3 --> 4,3L,3L:16759174-16770565,FBgn0004108,Nrt,Neurotactin,39873
Timepoint 3 --> 4,3L,3L:16769631-16772844,FBgn0036660,CG13025,,39874
Timepoint 3 --> 4,3L,3L:16780915-16800828,FBgn0036663,CG9674,,39878
Timepoint 3 --> 4,3L,3L:16798094-16812632,FBgn0021768,nudC,nudC,39879
Timepoint 3 --> 4,3L,3L:16802758-16822174,FBgn0036665,CG13024,,39880
Timepoint 3 --> 4,3L,3L:16858400-16915587,FBgn0261565,Lmpt,Limpet,2768966
Timepoint 3 --> 4,3L,3L:16870419-16872472,FBgn0052170,CG32170,,317894
Timepoint 3 --> 4,3L,3L:16916352-16917094,FBgn0036676,CG13028,,2768967
Timepoint 3 --> 4,3L,3L:16917438-16920534,FBgn0036677,CG13023,,39894
Timepoint 3 --> 4,3L,3L:16921481-16928633,FBgn0036678,CG11905,,39895
Timepoint 3 --> 4,3L,3L:16931430-16932052,FBgn0036679,CG13022,,39896
Timepoint 3 --> 4,3L,3L:16932200-16935823,FBgn0036680,Cpr73D,Cuticular protein 73D,39897
Timepoint 3 --> 4,3L,3L:16948605-16961180,FBgn0010352,Nc73EF,Neural conserved at 73EF,39899
Timepoint 3 --> 4,3L,3L:16963517-16987501,FBgn0261547,Exn,Ephexin,39900
Timepoint 3 --> 4,3L,3L:16987811-16995374,FBgn0036684,CG3764,,39902
Timepoint 3 --> 4,3L,3L:17009654-17013370,FBgn0036686,CG7728,,39904
Timepoint 3 --> 4,3L,3L:17020621-17022918,FBgn0036689,CG7730,,39908
Timepoint 3 --> 4,3L,3L:17026219-17026776,FBgn0262895,CG43250,,NA
Timepoint 3 --> 4,3L,3L:17028774-17029965,FBgn0036691,beg,bad egg,39910
Timepoint 3 --> 4,3L,3L:17029966-17035659,FBgn0261872,scaf6,,3346235
Timepoint 3 --> 4,3L,3L:17042616-17048556,FBgn0036697,rogdi,rogdi,39917
Timepoint 3 --> 4,3L,3L:17058377-17231310,FBgn0260943,Rbp6,RNA-binding protein 6,39919
Timepoint 3 --> 4,3L,3L:17346177-17351243,FBgn0036714,CG7692,,39934
Timepoint 3 --> 4,3L,3L:17352750-17354921,FBgn0015550,tap,target of Poxn,39935
Timepoint 3 --> 4,3L,3L:17360851-17372629,FBgn0036715,Cad74A,Cad74A,39936
Timepoint 3 --> 4,3L,3L:17373124-17375785,FBgn0036716,CG13728,,39937
Timepoint 3 --> 4,3L,3L:17376792-17382056,FBgn0036717,CG13731,,39938
Timepoint 3 --> 4,3L,3L:17389124-17414612,FBgn0027660,blot,bloated tubules,39939
Timepoint 3 --> 4,3L,3L:17414887-17418312,FBgn0086475,sec3,sec3,39940
Timepoint 3 --> 4,3L,3L:17419386-17420230,FBgn0053051,CG33051,,39941
Timepoint 3 --> 4,3L,3L:17420405-17421931,FBgn0053052,CG33052,,326245
Timepoint 3 --> 4,3L,3L:17422036-17426288,FBgn0042641,frc,fringe connection,39943
Timepoint 3 --> 4,3L,3L:17422036-17426721,FBgn0052174,CG32174,,261607
Timepoint 3 --> 4,3L,3L:17427572-17429531,FBgn0036723,CG12229,,39945
Timepoint 3 --> 4,3L,3L:17426970-17431071,FBgn0052176,CG32176,,39944
Timepoint 3 --> 4,3L,3L:17432511-17448383,FBgn0036725,CG18265,,39947
Timepoint 3 --> 4,3L,3L:17459045-17459868,FBgn0036726,CG7603,,39948
Timepoint 3 --> 4,3L,3L:17463526-17467617,FBgn0036727,CG7589,,39949
Timepoint 3 --> 4,3L,3L:17470895-17472026,FBgn0036729,CG13733,,39951
Timepoint 3 --> 4,3L,3L:17472293-17473163,FBgn0036730,qjt,quijote,39952
Timepoint 3 --> 4,3L,3L:17473229-17479330,FBgn0036731,CG6333,,39953
Timepoint 3 --> 4,3L,3L:17480223-17504793,FBgn0036732,Oatp74D,Organic anion transporting polypeptide 74D,39954
Timepoint 3 --> 4,3L,3L:17523183-17539760,FBgn0259174,Nedd4,Nedd4,39958
Timepoint 3 --> 4,3L,3L:17545613-17550888,FBgn0025455,CycT,Cyclin T,39961
Timepoint 3 --> 4,3L,3L:17553258-17612407,FBgn0000567,Eip74EF,Ecdysone-induced protein 74EF,39962
Timepoint 3 --> 4,3L,3L:17614926-17623589,FBgn0036741,CG7510,,39965
Timepoint 3 --> 4,3L,3L:17626549-17630975,FBgn0036742,CG7497,,39966
Timepoint 3 --> 4,3L,3L:17631218-17638152,FBgn0004401,Pep,Protein on ecdysone puffs,45961
Timepoint 3 --> 4,3L,3L:17683113-17741941,FBgn0052183,Ccn,Ccn,39972
Timepoint 3 --> 4,3L,3L:17744818-17757253,FBgn0036752,Adgf-A,Adenosine deaminase-related growth factor A,39976
Timepoint 3 --> 4,3L,3L:17748036-17757241,FBgn0043025,Msi,Male-specific insect derived growth factor,64879
Timepoint 3 --> 4,3L,3L:17751265-17752524,FBgn0052182,CG32182,,317898
Timepoint 3 --> 4,3L,3L:17795590-17797813,FBgn0036754,CG5589,,39979
Timepoint 3 --> 4,3L,3L:17798016-17799465,FBgn0052187,CG32187,,39980
Timepoint 3 --> 4,3L,3L:17811173-17813293,FBgn0261402,Ir75b,Ir75b,8673994
Timepoint 3 --> 4,3L,3L:17813593-17815934,FBgn0261401,Ir75c,Ir75c,39983
Timepoint 3 --> 4,3L,3L:17836906-17839600,FBgn0036761,MED19,Mediator complex subunit 19,39987
Timepoint 3 --> 4,3L,3L:17880805-17884504,FBgn0036768,CG7402,,39994
Timepoint 3 --> 4,3L,3L:17891989-17900912,FBgn0036770,Prestin,Prestin,39996
Timepoint 3 --> 4,3L,3L:17927132-17939214,FBgn0262793,CG43174,,NA
Timepoint 3 --> 4,3L,3L:17944508-18057721,FBgn0000568,Eip75B,Ecdysone-induced protein 75B,39999
Timepoint 3 --> 4,3L,3L:18074221-18078410,FBgn0262898,CG43253,,NA
Timepoint 3 --> 4,3L,3L:18078405-18080158,FBgn0052194,CR32194,,NA
Timepoint 3 --> 4,3L,3L:18082209-18099230,FBgn0036773,CG13698,,40000
Timepoint 3 --> 4,3L,3L:18106061-18112250,FBgn0052195,CG32195,,317907
Timepoint 3 --> 4,3L,3L:18106065-18114107,FBgn0036777,CG7341,,40004
Timepoint 3 --> 4,3L,3L:18132504-18138520,FBgn0020300,gk,geko,50263
Timepoint 3 --> 4,3L,3L:18147993-18155615,FBgn0036781,CG13699,,40008
Timepoint 3 --> 4,3L,3L:18194736-18196666,FBgn0036782,CG7320,,40010
Timepoint 3 --> 4,3L,3L:18287704-18288900,FBgn0262998,CR43306,,NA
Timepoint 3 --> 4,3L,3L:18291841-18294360,FBgn0036785,CG13700,,40013
Timepoint 3 --> 4,3L,3L:18295819-18297514,FBgn0015946,grim,grim,40014
Timepoint 3 --> 4,3L,3L:18433830-18434971,FBgn0262969,CR43280,,NA
Timepoint 3 --> 4,3L,3L:18455057-18456257,FBgn0036787,CG4306,,40017
Timepoint 3 --> 4,3L,3L:18479602-18495657,FBgn0036789,AlCR2,allatostatin C receptor 2,40019
Timepoint 3 --> 4,3L,3L:18553358-18569426,FBgn0036790,star1,allatostatin C receptor 1,40020
Timepoint 3 --> 4,3L,3L:18593248-18611031,FBgn0036793,CG4174,,40023
Timepoint 3 --> 4,3L,3L:18593248-18611031,FBgn0036799,CG13380,,40029
Timepoint 3 --> 4,3L,3L:18605000-18607103,FBgn0052199,CG32199,,40028
Timepoint 3 --> 4,3L,3L:18619061-18660277,FBgn0036801,MYPT-75D,MYPT-75D,40032
Timepoint 3 --> 4,3L,3L:18675334-18675955,FBgn0052202,CG32202,,326199
Timepoint 3 --> 4,3L,3L:18677625-18679419,FBgn0036806,Cyp12c1,Cyp12c1,40037
Timepoint 3 --> 4,3L,3L:18741808-18743583,FBgn0036813,Aut1,Aut1,40044
Timepoint 3 --> 4,3L,3L:18743707-18794409,FBgn0001078,ftz-f1,ftz transcription factor 1,40045
Timepoint 3 --> 4,3L,3L:18821732-18839360,FBgn0036816,Indy,I'm not dead yet,40049
Timepoint 3 --> 4,3L,3L:18865847-18871352,FBgn0014075,Ugt,UDP-glucose-glycoprotein glucosyltransferase,40055
Timepoint 3 --> 4,3L,3L:18871350-18883582,FBgn0036821,CG3961,,40056
Timepoint 3 --> 4,3L,3L:18896053-18898117,FBgn0027057,CSN1b,COP9 complex homolog subunit 1 b,40063
Timepoint 3 --> 4,3L,3L:18901360-18904138,FBgn0036829,Ir75d,Ionotropic receptor 75d,40065
Timepoint 3 --> 4,3L,3L:18901360-18907250,FBgn0036830,CG14077,,40066
Timepoint 3 --> 4,3L,3L:18910681-18912361,FBgn0036831,CG6839,,40067
Timepoint 3 --> 4,3L,3L:18913623-18915206,FBgn0036833,CG3819,,40069
Timepoint 3 --> 4,3L,3L:18915519-18939136,FBgn0052204,CG32204,,317913
Timepoint 3 --> 4,3L,3L:18996832-19038431,FBgn0002945,nkd,naked cuticle,44843
Timepoint 3 --> 4,3L,3L:19056272-19059249,FBgn0036843,CG6812,,40080
Timepoint 3 --> 4,3L,3L:19060832-19079522,FBgn0036844,Mkp3,Mitogen-activated protein kinase phosphatase 3,40081
Timepoint 3 --> 4,3L,3L:19085772-19087860,FBgn0036846,MESR6,Misexpression suppressor of ras 6,40083
Timepoint 3 --> 4,3L,3L:19121550-19122765,FBgn0052203,Spn75F,Serpin 75F,317912
Timepoint 3 --> 4,3L,3L:19135998-19228191,FBgn0016797,fz2,frizzled 2,40090
Timepoint 3 --> 4,3L,3L:19274464-19281669,FBgn0036862,CG9619,,40102
Timepoint 3 --> 4,3L,3L:19333421-19405992,FBgn0052206,CG32206,,40105
Timepoint 3 --> 4,3L,3L:19415938-19417283,FBgn0052205,CR32205,,3772102
Timepoint 3 --> 4,3L,3L:19417802-19418026,FBgn0262027,CR42838,,NA
Timepoint 3 --> 4,3L,3L:19434818-19439544,FBgn0053062,CG33062,,318840
Timepoint 3 --> 4,3L,3L:19459667-19460179,FBgn0036871,CG14096,,40113
Timepoint 3 --> 4,3L,3L:19494110-19496970,FBgn0036877,CG9452,,40119
Timepoint 3 --> 4,3L,3L:19561538-19577680,FBgn0005564,Shal,Shaker cognate l,40129
Timepoint 3 --> 4,3L,3L:19578193-19579328,FBgn0036887,CG9231,,40130
Timepoint 3 --> 4,3L,3L:19583873-19591855,FBgn0005386,ash1,absent%2C small%2C or homeotic discs 1,40133
Timepoint 3 --> 4,3L,3L:19617506-19628882,FBgn0036896,wnd,wallenda,40143
Timepoint 3 --> 4,3L,3L:19630868-19635914,FBgn0036897,CG8786,,40144
Timepoint 3 --> 4,3L,3L:19640376-19642949,FBgn0022774,Oat,Ornithine aminotransferase precursor,40145
Timepoint 3 --> 4,3L,3L:19643902-19656763,FBgn0036899,tey,teyrha-meyrha,40146
Timepoint 3 --> 4,3L,3L:19683133-19688356,FBgn0261341,verm,vermiform,40149
Timepoint 3 --> 4,3L,3L:19694077-19701109,FBgn0260653,serp,serpentine,40150
Timepoint 3 --> 4,3L,3L:19798281-19800032,FBgn0036909,CG15881,,40159
Timepoint 3 --> 4,3L,3L:19809263-19811067,FBgn0036911,Fibp,Fibp,40163
Timepoint 3 --> 4,3L,3L:19811280-19822623,FBgn0013799,Deaf1,Deformed epidermal autoregulatory factor-1,40164
Timepoint 3 --> 4,3L,3L:19829714-19838044,FBgn0001324,kto,kohtalo,44830
Timepoint 3 --> 4,3L,3L:19875151-19903309,FBgn0262519,Mi-2,,40170
Timepoint 3 --> 4,3L,3L:19884505-19902500,FBgn0014037,Su(Tpl),Su(Tpl),40171
Timepoint 3 --> 4,3L,3L:19905505-19906798,FBgn0036916,Mtr3,Mtr3,40173
Timepoint 3 --> 4,3L,3L:19908156-19911265,FBgn0028695,Rpn1,Rpn1,40174
Timepoint 3 --> 4,3L,3L:19911337-19916500,FBgn0020887,Su(z)12,Su(z)12,48071
Timepoint 3 --> 4,3L,3L:19920283-19921586,FBgn0036920,CG8004,,40178
Timepoint 3 --> 4,3L,3L:19921907-19926032,FBgn0036921,RhoGDI,RhoGDI,40179
Timepoint 3 --> 4,3L,3L:19932386-19971060,FBgn0004852,Ac76E,Adenylyl cyclase 76E,40180
Timepoint 3 --> 4,3L,3L:19943123-19944235,FBgn0052219,CG32219,,317922
Timepoint 3 --> 4,3L,3L:19971913-19972912,FBgn0036922,CG14182,,40181
Timepoint 3 --> 4,3L,3L:19977520-19978968,FBgn0036924,hale,hale-bopp,40183
Timepoint 3 --> 4,3L,3L:19985023-19990798,FBgn0013303,Nca,Neurocalcin,40186
Timepoint 3 --> 4,3L,3L:19985016-19989012,FBgn0036926,CG7646,,40187
Timepoint 3 --> 4,3L,3L:19995858-19997706,FBgn0036929,CG7668,,40190
Timepoint 3 --> 4,3L,3L:20001935-20017707,FBgn0261574,kug,kugelei,40191
Timepoint 3 --> 4,3L,3L:20017787-20020935,FBgn0036931,CG14183,,40192
Timepoint 3 --> 4,3L,3L:20053096-20082082,FBgn0036934,sNPF-R,short neuropeptide F receptor,40195
Timepoint 3 --> 4,3L,3L:20091181-20096907,FBgn0036935,CG14186,,40196
Timepoint 3 --> 4,3L,3L:20101584-20104634,FBgn0036937,Ir76b,Ionotropic receptor 76b,40198
Timepoint 3 --> 4,3L,3L:20117396-20120465,FBgn0036939,CG7365,,40200
Timepoint 3 --> 4,3L,3L:20125132-20126368,FBgn0036941,CG7335,,40203
Timepoint 3 --> 4,3L,3L:20122282-20132450,FBgn0005198,gig,gigas,40201
Timepoint 3 --> 4,3L,3L:20142714-20190804,FBgn0261556,CG42674,,326201
Timepoint 3 --> 4,3L,3L:20200627-20202249,FBgn0036950,CG6996,,40212
Timepoint 3 --> 4,3L,3L:20211602-20213497,FBgn0036952,CG6933,,40214
Timepoint 3 --> 4,3L,3L:20252967-20258654,FBgn0004366,rdgC,retinal degeneration C,40224
Timepoint 3 --> 4,3L,3L:20261959-20288231,FBgn0052227,gogo,golden goal,40225
Timepoint 3 --> 4,3L,3L:20266484-20268435,FBgn0036962,CG17122,,40226
Timepoint 3 --> 4,3L,3L:20290229-20295202,FBgn0052226,CG32226,,40229
Timepoint 3 --> 4,3L,3L:20306734-20309677,FBgn0250791,Snap,Soluble NSF attachment protein,40233
Timepoint 3 --> 4,3L,3L:20351612-20352920,FBgn0036977,CG5665,,40243
Timepoint 3 --> 4,3L,3L:20352933-20354673,FBgn0259676,DNApol-alpha60,DNA polymerase alpha 60kD,44915
Timepoint 3 --> 4,3L,3L:20354943-20359824,FBgn0036978,Toll-9,Toll-9,40245
Timepoint 3 --> 4,3L,3L:20363413-20364846,FBgn0036979,CG13247,,40247
